iso3,country,period,year,quarter,reporting_mode,ytd_share,source_extraction_date,source_currency,source_units,usd_exchange_rate,portal_value_usd_mn,penetr_gen,penetr_fam,densite_gen,densite_fam,equity_assets_gen,equity_assets_fam,retention_gen,retention_fam,retention_num_gen,retention_den_gen,retention_num_fam,retention_den_fam,opex_ratio_gen,opex_ratio_fam,invest_income_gen,invest_income_fam,operateurs_gen,operateurs_fam,gwc_gen,gwc_fam,nwc_gen,nwc_fam,gwc_gen_flux,gwc_fam_flux,nwc_gen_flux,nwc_fam_flux
BHR,Bahrain,2020Q4,2020,4,year-to-date,1.0,2026-07-19,NC,K,,72.742685,,,,,72.583847,94.313123,65.904916,60.615269,47941.005444,72742.685351,4146.152638,6840.11263,,,,,6.0,5.0,72742.685351,6840.11263,47941.005444,4146.152638,17543.47402699999,1456.156884,11563.819812000002,874.2398459999995
BHR,Bahrain,2021Q1,2021,1,year-to-date,1.0,2026-07-19,NC,K,,24.727505,,,,,61.013947,95.241325,69.147823,64.871283,17098.531139,24727.504693,1136.188895,1751.451256,,,,,6.0,5.0,24727.504693,1751.451256,17098.531139,1136.188895,24727.504693,1751.451256,17098.531139,1136.188895
BHR,Bahrain,2021Q2,2021,2,year-to-date,1.0,2026-07-19,NC,K,,40.385987,,,,,64.04871,100.842656,65.938871,61.706389,26630.064191,40385.987408,2081.84377,3373.789678,,,,,5.0,5.0,40385.987408,3373.789678,26630.064191,2081.84377,15658.482715000002,1622.338422,9531.533052000002,945.654875
BHR,Bahrain,2021Q3,2021,3,year-to-date,1.0,2026-07-19,NC,K,,56.1495,,,,,72.511325,114.499193,65.405336,62.093615,36724.769413,56149.500021,3090.439585,4977.065043,,,,,5.0,5.0,56149.500021,4977.065043,36724.769413,3090.439585,15763.512612999999,1603.2753649999995,10094.705222,1008.5958150000001
BHR,Bahrain,2021Q4,2021,4,year-to-date,1.0,2026-07-19,NC,K,,75.700657,,,,,72.692423,121.204634,62.562668,60.107954,47360.351291,75700.657447,3882.001207,6458.381916,,,,,5.0,5.0,75700.657447,6458.381916,47360.351291,3882.001207,19551.157426000005,1481.3168730000007,10635.581877999997,791.5616219999997
BHR,Bahrain,2022Q1,2022,1,year-to-date,1.0,2026-07-19,NC,K,,22.091722,,,,,58.120805,111.738276,60.444924,36.590281,13353.324815,22091.72229,599.987334,1639.745077,,,,,5.0,5.0,22091.72229,1639.745077,13353.324815,599.987334,22091.72229,1639.745077,13353.324815,599.987334
BHR,Bahrain,2022Q2,2022,2,year-to-date,1.0,2026-07-19,NC,K,,38.103269,,,,,53.290099,107.017269,61.994064,53.6128,23621.764709,38103.268873,1714.570349,3198.061549,,,,,5.0,5.0,38103.268873,3198.061549,23621.764709,1714.570349,16011.546583,1558.316472,10268.439894,1114.5830150000002
BHR,Bahrain,2022Q3,2022,3,year-to-date,1.0,2026-07-19,NC,K,,53.777766,,,,,57.21194,116.83608,61.736961,52.377629,33200.758151,53777.765671,2266.150108,4326.561074,,,,,5.0,5.0,53777.765671,4326.561074,33200.758151,2266.150108,15674.496798,1128.4995250000002,9578.993442000003,551.5797589999997
BHR,Bahrain,2022Q4,2022,4,year-to-date,1.0,2026-07-19,NC,K,,74.832267,,,,,59.910055,133.843849,59.393247,49.603348,44445.313367,74832.267098,2738.888406,5521.579712,,,,,5.0,5.0,74832.267098,5521.579712,44445.313367,2738.888406,21054.501426999996,1195.0186379999996,11244.555216,472.7382980000002
BRN,Brunei Darussalam,2019Q1,2019,1,year-to-date,1.0,2026-07-19,NC,K,1.356,16.931416,0.504494,0.153948,5.090687,1.583635,20.613494,21.164893,78.361427,91.335998,17991.0,22959.0,6399.0,7006.0,36.351509,36.927645,2.405586,2.2346,2.0,2.0,22959.0,7006.0,17991.0,6399.0,22959.0,7006.0,17991.0,6399.0
BRN,Brunei Darussalam,2019Q2,2019,2,year-to-date,1.0,2026-07-19,NC,K,1.374,32.481805,0.479336,0.146797,9.895787,3.089512,21.437207,21.332828,80.255434,90.159497,35818.0,44630.0,12323.0,13668.0,32.648389,30.633774,2.539043,3.710709,2.0,2.0,44630.0,13668.0,35818.0,12323.0,21671.0,6662.0,17827.0,5924.0
BRN,Brunei Darussalam,2019Q3,2019,3,year-to-date,1.0,2026-07-19,NC,K,1.382,54.624457,0.556739,0.152218,16.738581,4.665461,22.719306,22.029711,83.273503,90.794574,62864.0,75491.0,18740.0,20640.0,28.380313,32.145144,2.413401,3.23515,2.0,2.0,75491.0,20640.0,62864.0,18740.0,30861.0,6972.0,27046.0,6417.0
BRN,Brunei Darussalam,2019Q4,2019,4,year-to-date,1.0,2026-07-19,NC,K,1.346,73.923477,0.541502,0.144931,22.062306,6.019665,21.596108,22.001193,80.010251,92.429875,79611.0,99501.0,24615.0,26631.0,30.234515,32.557384,2.448645,5.697016,2.0,2.0,99501.0,26631.0,79611.0,24615.0,24010.0,5991.0,16747.0,5875.0
BRN,Brunei Darussalam,2020Q1,2020,1,year-to-date,1.0,2026-07-19,NC,K,1.422,20.581575,0.64175,0.165925,6.624491,1.66821,20.240439,21.347346,77.51734,89.070966,22687.0,29267.0,6740.0,7567.0,40.521003,24.406528,2.07747,0.534366,2.0,2.0,29267.0,7567.0,22687.0,6740.0,29267.0,7567.0,22687.0,6740.0
BRN,Brunei Darussalam,2020Q2,2020,2,year-to-date,1.0,2026-07-19,NC,K,1.394,38.606887,0.632245,0.153826,12.18153,2.886684,21.288097,21.508097,74.534542,91.331908,40113.0,53818.0,11959.0,13094.0,33.97153,29.626223,1.91674,3.595537,2.0,2.0,53818.0,13094.0,40113.0,11959.0,24551.0,5527.0,17426.0,5219.0
BRN,Brunei Darussalam,2020Q3,2020,3,year-to-date,1.0,2026-07-19,NC,K,1.365,56.414652,0.616892,0.165298,17.430059,4.548942,20.974631,21.247911,77.308262,90.782204,59532.0,77006.0,18732.0,20634.0,36.934758,26.97523,1.784181,5.108936,2.0,2.0,77006.0,20634.0,59532.0,18732.0,23188.0,7540.0,19419.0,6773.0
BRN,Brunei Darussalam,2020Q4,2020,4,year-to-date,1.0,2026-07-19,NC,K,1.322,83.097579,0.663825,0.166508,24.865324,6.074735,19.62712,21.173351,73.006235,93.485756,80201.0,109855.0,25760.0,27555.0,38.974576,26.040373,1.586151,7.435375,2.0,2.0,109855.0,27555.0,80201.0,25760.0,32849.0,6921.0,20669.0,7028.0
BRN,Brunei Darussalam,2021Q1,2021,1,year-to-date,1.0,2026-07-19,NC,K,1.345,23.565799,0.7479,0.176428,7.191949,1.696561,21.447519,21.485726,78.640838,92.229504,24926.0,31696.0,6896.0,7477.0,50.750221,22.186775,0.533375,0.252129,2.0,2.0,31696.0,7477.0,24926.0,6896.0,31696.0,7477.0,24926.0,6896.0
BRN,Brunei Darussalam,2021Q2,2021,2,year-to-date,1.0,2026-07-19,NC,K,1.345,45.087732,0.681275,0.109208,13.76014,2.205734,20.47082,22.312741,77.135036,126.972534,46777.0,60643.0,12343.0,9721.0,42.172435,21.688406,0.852989,1.212794,2.0,2.0,60643.0,9721.0,46777.0,12343.0,28947.0,2244.0,21851.0,5447.0
BRN,Brunei Darussalam,2021Q3,2021,3,year-to-date,1.0,2026-07-19,NC,K,1.358,65.681149,0.656362,0.141302,20.238703,4.357011,20.88926,22.315567,72.957004,91.204041,65074.0,89195.0,17513.0,19202.0,39.304484,20.681779,1.679606,2.145423,2.0,2.0,89195.0,19202.0,65074.0,17513.0,28552.0,9481.0,18297.0,5170.0
BRN,Brunei Darussalam,2021Q4,2021,4,year-to-date,1.0,2026-07-19,NC,K,1.349,88.128984,0.631633,0.135926,26.97571,5.805112,22.168758,21.804924,68.1939,87.238118,81073.0,118886.0,22319.0,25584.0,37.608082,21.354003,1.257765,2.916376,2.0,2.0,118886.0,25584.0,81073.0,22319.0,29691.0,6382.0,15999.0,4806.0
BRN,Brunei Darussalam,2022Q1,2022,1,year-to-date,1.0,2026-07-19,NC,K,1.355,22.410332,0.604323,0.119388,6.817692,1.346879,20.852124,22.251369,86.619904,95.632605,26303.0,30366.0,5737.0,5999.0,21.092651,20.306781,-12.164393,-1.47487,2.0,2.0,30366.0,5999.0,26303.0,5737.0,30366.0,5999.0,26303.0,5737.0
BRN,Brunei Darussalam,2022Q2,2022,2,year-to-date,1.0,2026-07-19,NC,K,1.391,41.872753,0.514923,0.112232,13.077009,2.850247,22.603337,21.959851,83.100695,95.037416,48402.0,58245.0,12065.0,12695.0,34.676253,21.898052,-12.028988,-4.138909,2.0,2.0,58245.0,12695.0,48402.0,12065.0,27879.0,6696.0,22099.0,6328.0
BRN,Brunei Darussalam,2022Q3,2022,3,year-to-date,1.0,2026-07-19,NC,K,1.435,62.471777,0.524733,0.118378,20.127301,4.540638,22.606883,21.819573,78.949658,94.867484,70776.0,89647.0,19186.0,20224.0,33.610263,19.628896,-11.058637,134.442515,2.0,2.0,89647.0,20224.0,70776.0,19186.0,31402.0,7529.0,22374.0,7121.0
BRN,Brunei Darussalam,2022Q4,2022,4,year-to-date,1.0,2026-07-19,NC,K,1.34,95.163433,0.558968,0.113311,28.63022,5.803772,21.883812,21.679062,69.074412,94.282398,88083.0,127519.0,24372.0,25850.0,34.624161,22.534055,-5.864464,-5.742008,2.0,2.0,127519.0,25850.0,88083.0,24372.0,37872.0,5626.0,17307.0,5186.0
BRN,Brunei Darussalam,2023Q1,2023,1,year-to-date,1.0,2026-07-19,NC,K,,31.562,0.637848,0.136373,7.086215,1.515043,21.923715,22.06127,84.465496,93.212804,26659.0,31562.0,6290.0,6748.0,30.424997,20.715421,4.720232,0.301471,2.0,2.0,31562.0,6748.0,26659.0,6290.0,31562.0,6748.0,26659.0,6290.0
BRN,Brunei Darussalam,2023Q2,2023,2,year-to-date,1.0,2026-07-19,NC,K,,60.663,0.621413,0.142111,13.619892,3.114728,23.685273,21.86445,77.747556,93.0945,47164.0,60663.0,12915.0,13873.0,35.849377,22.40031,7.317756,1.64887,2.0,2.0,60663.0,13873.0,47164.0,12915.0,29101.0,7125.0,20505.0,6625.0
BRN,Brunei Darussalam,2023Q3,2023,3,year-to-date,1.0,2026-07-19,NC,K,,88.05,0.882663,0.22867,19.768747,5.121464,24.123633,21.494991,77.399205,94.629784,68150.0,88050.0,21586.0,22811.0,36.494497,21.676086,4.879107,1.596458,2.0,2.0,88050.0,22811.0,68150.0,21586.0,27387.0,8938.0,20986.0,8671.0
BRN,Brunei Darussalam,2023Q4,2023,4,year-to-date,1.0,2026-07-19,NC,K,,127.069,1.212814,0.297837,28.080058,6.843337,23.036025,21.692667,72.417348,94.686749,92020.0,127069.0,29547.0,31205.0,39.732667,23.572613,8.425961,3.146609,2.0,2.0,127069.0,31205.0,92020.0,29547.0,39019.0,8394.0,23870.0,7961.0
JOR,Jordan,2019Q1,2019,1,year-to-date,1.0,2026-07-19,NC,G,0.709,24.019922,55560.313328,19651.858304,161.361806,57.07418,50.046082,20.243979,52.772372,71.459818,8987201.0,17030125.0,4304460.0,6023609.0,31.24819,25.17701,8.0031,25.0,3.0,3.0,17030125.0,6023609.0,14758831.0,5068798.0,17030125.0,6023609.0,14758831.0,5068798.0
JOR,Jordan,2019Q2,2019,2,year-to-date,1.0,2026-07-19,NC,G,0.709,43.418282,100430.522387,21609.684323,291.676729,62.760224,50.566156,20.319409,51.625546,63.287409,15892182.0,30783562.0,4191977.0,6623714.0,31.889669,30.251615,8.869485,3.25,3.0,3.0,30783562.0,6623714.0,27538585.0,5225631.0,13753437.0,600105.0,12779754.0,156833.0
JOR,Jordan,2019Q3,2019,3,year-to-date,1.0,2026-07-19,NC,G,0.709,66.090776,152874.107714,24586.817654,443.986735,71.406604,50.990371,21.695409,52.291593,56.435221,24502983.0,46858360.0,4253101.0,7536253.0,30.690867,29.992281,8.090406,3.1,3.0,3.0,46858360.0,7536253.0,42002479.0,5803152.0,16074798.0,912539.0,14463894.0,577521.0
JOR,Jordan,2019Q4,2019,4,year-to-date,1.0,2026-07-19,NC,G,0.709,87.440427,194032.308848,27243.053426,587.41011,82.475156,53.336902,24.252651,53.049432,59.176065,32888135.0,61995263.0,5150938.0,8704428.0,29.760809,29.362574,6.222565,2.5,3.0,3.0,61995263.0,8704428.0,56046325.0,7405963.0,15136903.0,1168175.0,14043846.0,1602811.0
JOR,Jordan,2020Q1,2020,1,year-to-date,1.0,2026-07-19,NC,G,0.709,28.565643,63387.815718,20421.780226,187.424033,60.382778,48.730078,21.318621,46.143801,58.162291,9345523.0,20253041.0,3795068.0,6524963.0,32.537933,30.272659,5.477348,3.0,3.0,3.0,20253041.0,6524963.0,17942969.0,4860015.0,20253041.0,6524963.0,17942969.0,4860015.0
JOR,Jordan,2020Q2,2020,2,year-to-date,1.0,2026-07-19,NC,G,0.709,41.882536,92938.30553,23571.584614,274.798427,69.696067,49.269421,20.429824,51.709321,53.897883,15354937.0,29694718.0,4059242.0,7531357.0,35.236035,36.17131,5.910676,3.0,3.0,3.0,29694718.0,7531357.0,26648441.0,5833580.0,9441677.0,1006394.0,8705472.0,973565.0
JOR,Jordan,2020Q3,2020,3,year-to-date,1.0,2026-07-19,NC,G,0.709,62.999673,139797.715251,28037.795374,413.351545,82.901684,50.108532,15.007774,51.946872,50.57707,23202989.0,44666768.0,4530874.0,8958356.0,36.251511,35.63083,5.59656,2.8,3.0,3.0,44666768.0,8958356.0,39968326.0,7169264.0,14972050.0,1426999.0,13319885.0,1335684.0
JOR,Jordan,2020Q4,2020,4,year-to-date,1.0,2026-07-19,NC,G,0.709,81.078165,183767.255627,33867.079482,531.967601,98.038081,55.288886,10.555687,53.254984,47.778246,30613318.0,57484419.0,5061625.0,10593995.0,32.875858,42.472032,5.655012,3.0,3.0,3.0,57484419.0,10593995.0,52060355.0,8815627.0,12817651.0,1635639.0,12092029.0,1646363.0
JOR,Jordan,2021Q1,2021,1,year-to-date,1.0,2026-07-19,NC,G,0.709,27.084058,61387.217841,22291.97183,177.7031,64.530576,50.946747,10.420949,45.657246,59.46959,8767377.0,19202597.0,4146918.0,6973174.0,37.463645,29.429711,4.309471,0.75,3.0,3.0,19202597.0,6973174.0,16885814.0,5067442.0,19202597.0,6973174.0,16885814.0,5067442.0
JOR,Jordan,2021Q2,2021,2,year-to-date,1.0,2026-07-19,NC,G,0.709,43.967622,99654.564577,26404.346394,288.47903,76.435036,53.938544,-7.259687,47.660918,54.539256,14857359.0,31173044.0,4504708.0,8259570.0,37.607263,33.119705,7.150031,1.5,3.0,3.0,31173044.0,8259570.0,28000509.0,6161746.0,11970447.0,1286396.0,11114695.0,1094304.0
JOR,Jordan,2021Q3,2021,3,year-to-date,1.0,2026-07-19,NC,G,0.709,66.000075,149592.095547,32047.56866,433.037692,92.770979,53.564062,-3.640154,59.739014,50.5357,27954306.0,46794053.0,5066119.0,10024832.0,29.835818,34.555327,6.422637,2.25,3.0,3.0,46794053.0,10024832.0,41975961.0,7395658.0,15621009.0,1765262.0,13975452.0,1233912.0
JOR,Jordan,2021Q4,2021,4,year-to-date,1.0,2026-07-19,NC,G,0.709,84.393797,185225.938664,37016.258099,553.722025,110.657922,59.498518,-0.922184,52.009008,47.127026,31119695.0,59835202.0,5635306.0,11957695.0,31.821668,43.326875,5.978237,3.0,3.0,3.0,59835202.0,11957695.0,54176910.0,8970655.0,13041149.0,1932863.0,12200949.0,1574997.0
JOR,Jordan,2022Q1,2022,1,year-to-date,1.0,2026-07-19,NC,G,0.709,73.251361,160770.727373,26547.59642,480.614612,79.362475,53.789538,-4.497892,46.609937,47.105747,24206971.0,51935215.0,4039746.0,8575909.0,15.29502,34.395677,5.361594,4.0,3.0,3.0,51935215.0,8575909.0,49458791.0,5180490.0,51935215.0,8575909.0,49458791.0,5180490.0
JOR,Jordan,2022Q2,2022,2,year-to-date,1.0,2026-07-19,NC,G,0.709,77.273052,169597.460369,33286.603166,507.00161,99.508338,53.862007,-4.381876,49.716358,42.745607,27237899.0,54786594.0,4596380.0,10752871.0,22.683681,37.909224,6.356638,2.0,3.0,3.0,54786594.0,10752871.0,51377233.0,6849610.0,2851379.0,2176962.0,1918442.0,1669120.0
JOR,Jordan,2022Q3,2022,3,year-to-date,1.0,2026-07-19,NC,G,0.709,84.011913,184387.785995,40221.480998,551.216417,120.239746,53.293369,-4.449974,52.507491,39.936899,31275796.0,59564446.0,5189044.0,12993107.0,27.789515,38.068303,4.913336,1.333333,3.0,3.0,59564446.0,12993107.0,54333593.0,8523811.0,4777852.0,2240236.0,2956360.0,1674201.0
