iso3,period,year,quarter,penetr_gen,penetr_fam,densite_gen,densite_fam,equity_assets_gen,equity_assets_fam,retention_gen,retention_fam,opex_ratio_gen,opex_ratio_fam,invest_income_gen,invest_income_fam,operateurs_gen,operateurs_fam,gwc_gen,gwc_fam,nwc_gen,nwc_fam,gwc_gen_flux,gwc_fam_flux,nwc_gen_flux,nwc_fam_flux,wui_raw,wui_ma3,wui_global,specA,covid,ln_gwc_gen,ln_gwc_fam
ARE,2019Q1,2019,1,0.198068,0.116864,8157.209778,4812.922636,1.86362,24.935985,52.75128,68.205522,88.261263,90.696396,-5.354141,0.72972,6,2,243795795.161572,146830047.57125,128605401.383209,100146200.009536,243795795.161572,146830047.57125,128605401.383209,100146200.009536,0.2166691,0.0795251,36588.02,TRUE,FALSE,19.311841527781382,18.804786336927695
ARE,2019Q2,2019,2,0.201573,0.120832,8301.571435,4976.326115,1.717254,24.531279,46.113693,77.419159,114.43483,101.070239,-3.443173,0.251494,6,2,192888513.757016,110537740.75173,88948017.189458,85577389.482317,192888513.757016,110537740.75173,88948017.189458,85577389.482317,0.0740302,0.0441647,40489.04,TRUE,FALSE,19.077622931038363,18.5208675658733
ARE,2019Q3,2019,3,0.205776,0.122174,8474.670749,5031.598,1.265396,24.86368,52.349835,87.697855,102.266361,100.842508,-6.648128,-0.102588,6,2,192426313.584546,109837609.477685,100734856.974655,96325227.936897,192426313.584546,109837609.477685,100734856.974655,96325227.936897,0.0801732,0.03066,32800.98,TRUE,FALSE,19.075223851836846,18.514513555509854
ARE,2019Q4,2019,4,0.20094,0.117681,8275.505087,4846.557554,1.286386,26.062589,57.435483,71.675875,84.375776,127.295584,-17.5377,0.4192,6,2,160372562.821994,95156192.885946,92110755.761443,68204033.541496,160372562.821994,95156192.885946,92110755.761443,68204033.541496,0.0601576,0.0225165,52716.26,TRUE,FALSE,18.893010184039436,18.371030235094988
ARE,2020Q1,2020,1,0.199899,0.116864,8233.048533,4813.18492,79.050487,81.825829,52.636294,81.193963,90.898922,55.00712,-5.574034,-2.333554,6,2,270472824.768392,125299566.757493,142366870.510619,101735683.378747,270472824.768392,125299566.757493,142366870.510619,101735683.378747,0.0585686,0.0204019,55684.71,TRUE,TRUE,19.415682188240638,18.646217962218604
ARE,2020Q2,2020,2,0.201573,0.120832,8302.023837,4976.597305,82.524238,76.580172,50.255013,73.354057,109.466234,140.604531,-6.420144,1.472153,6,2,180167144.72752,83904800.475749,90543021.875896,61547575.171117,180167144.72752,83904800.475749,90543021.875896,61547575.171117,0.1863412,0.0451303,28914.37,TRUE,TRUE,19.009395559808652,18.24519338643649
ARE,2020Q3,2020,3,0.205776,0.122174,8475.132584,5031.872201,81.296712,73.474374,45.192043,70.416637,118.187448,106.842259,-6.816364,1.184849,6,2,169815556.802725,102615069.532153,76743119.375698,72258081.3,169815556.802725,102615069.532153,76743119.375698,72258081.3,0.1637358,0.0533336,27497.73,TRUE,TRUE,18.95022344603542,18.446495356447347
ARE,2020Q4,2020,4,0.20094,0.117681,8275.956068,4846.821672,74.112365,59.525363,52.162982,7.375178,121.351848,251.617847,-7.275925,0.207038,6,2,144449889.20545,102697751.290191,75349369.985464,7574141.870572,144449889.20545,102697751.290191,75349369.985464,7574141.870572,0.064834,0.0355518,22319.62,TRUE,TRUE,18.788443217866533,18.44730077875051
ARE,2021Q1,2021,1,0.207257,0.119205,7444.45618,4281.714686,67.746625,55.671705,51.868879,68.739099,71.944953,73.258852,-6.478214,0.270104,6,2,249349205.092643,138572046.847411,129334637.768892,95253176.66812,249349205.092643,138572046.847411,129334637.768892,95253176.66812,0.1943257,0.0508064,11888.73,TRUE,TRUE,19.33436490203331,18.746900942181878
ARE,2021Q2,2021,2,0.205834,0.126752,7393.344999,4552.813226,61.662663,43.331896,49.297234,70.090386,89.491838,102.34315,-9.489297,1.017637,6,2,175060584.207357,110990480.575749,86300026.000763,77793655.8297,175060584.207357,110990480.575749,86300026.000763,77793655.8297,0.4014222,0.1018781,18072.81,TRUE,TRUE,18.980642667446574,18.52495499502012
ARE,2021Q3,2021,3,0.203029,0.126508,7292.604029,4544.047508,64.81285,42.588084,49.585121,57.376201,104.640078,124.312505,10.12793,0.268562,6,2,159750442.922616,101739279.376294,79212450.190153,58374133.014441,159750442.922616,101739279.376294,79212450.190153,58374133.014441,0.2111784,0.0888554,21508.56,TRUE,FALSE,18.88912342381661,18.437924014340826
ARE,2021Q4,2021,4,0.209184,0.158592,7513.693367,5696.453915,68.76437,43.144832,53.945818,67.397268,113.148591,141.589327,-5.669203,0.981843,6,2,166539108.488011,83451642.842234,89840884.699963,56244127.061308,166539108.488011,83451642.842234,89840884.699963,56244127.061308,0.3640556,0.1073097,19802.65,TRUE,FALSE,18.930740725617298,18.239777894423984
ARE,2022Q1,2022,1,0.140601,0.076825,7558.344616,4129.882027,67.604116,46.296846,54.52148,70.620679,77.093231,74.260658,-9.650499,-0.476625,5,2,212242929.821798,93726086.938147,115717986.793461,66189998.716894,212242929.821798,93726086.938147,115717986.793461,66189998.716894,0.1341742,0.0702797,26455.02,TRUE,FALSE,19.173242071985126,18.355887117618465
ARE,2022Q2,2022,2,0.141965,0.075073,7631.680081,4035.723863,64.398085,47.349871,54.194723,61.808743,86.82854,57.700627,-10.153536,-1.185232,5,2,181984280.119619,102100886.865123,98625875.941689,63107275.23624,181984280.119619,102100886.865123,98625875.941689,63107275.23624,0.0658415,0.0387209,29343.64,TRUE,FALSE,19.019430868341583,18.441471969337353
ARE,2022Q3,2022,3,0.148619,0.07055,7989.342293,3792.602892,65.340585,48.94653,57.733056,64.049727,96.352729,75.040985,-9.278647,-0.347184,4,2,193517793.658583,78785914.833787,111723737.086104,50462162.976567,193517793.658583,78785914.833787,111723737.086104,50462162.976567,0,0.0110566,24504.76,TRUE,FALSE,19.080880023098235,18.182244793087055
ARE,2022Q4,2022,4,0.153481,0.070387,8250.752991,3783.830336,63.623207,48.607691,53.858265,56.695189,106.942424,114.018959,-9.746938,0.266307,4,2,191219229.719891,82623414.5297,102987359.215259,46843501.238965,191219229.719891,82623414.5297,102987359.215259,46843501.238965,0.1197246,0.0261396,26500.43,TRUE,FALSE,19.068931127373165,18.22980366720406
ARE,2023Q1,2023,1,NA,NA,7933.909524,3240.295336,24.212758,23.225966,54.42824,59.436802,86.62251,120.488365,-3.840231,0.364107,4,2,280507654.390612,82506535.774387,152675379.971935,49039246.09346,280507654.390612,82506535.774387,152675379.971935,49039246.09346,0,0.0119725,26400.05,TRUE,FALSE,19.452111570934782,18.22838806967477
ARE,2023Q2,2023,2,NA,NA,7993.791613,3320.134941,23.46114,21.719364,51.3595,57.453486,106.608592,93.258085,-2.48974,0.570319,4,2,226000591.018033,110626603.855586,116072774.50545,63558840.720708,226000591.018033,110626603.855586,116072774.50545,63558840.720708,0.0663702,0.0172649,30702.4,TRUE,FALSE,19.23604817235718,18.521671159316863
ARE,2023Q3,2023,3,NA,NA,8012.574337,3387.921801,23.439931,22.932866,44.628853,71.877457,128.199452,78.410321,-3.743472,0.223542,4,2,216721527.376893,86024572.649591,96720332.602992,61832274.852316,216721527.376893,86024572.649591,96720332.602992,61832274.852316,0,0.006637,17905.28,TRUE,FALSE,19.194123803413277,18.27014354188879
ARE,2023Q4,2023,4,NA,NA,8154.787451,3450.498902,21.763138,21.195429,52.16425,57.841437,125.452292,113.074675,-3.05967,0.821289,4,2,231072553.608735,89305745.221253,120537265.367617,51655726.589918,231072553.608735,89305745.221253,120537265.367617,51655726.589918,0,0.0022123,16655.52,TRUE,FALSE,19.258242304058033,18.30757637996149
BHR,2019Q1,2019,1,NA,NA,NA,NA,65.743945,118.64237,65.092617,85.74869,NA,NA,NA,NA,6,5,21671.202372,4104.321857,14106.352734,3519.402236,21671.202372,4104.321857,14106.352734,3519.402236,NA,NA,36588.02,FALSE,FALSE,9.983739578547207,8.319795808970442
BHR,2019Q2,2019,2,NA,NA,NA,NA,68.672291,116.71279,67.26683,79.841063,NA,NA,NA,NA,6,5,39751.341411,6054.911972,26739.467308,4834.306056,18080.139039,1950.590115,12633.114574,1314.9038200000005,NA,NA,40489.04,FALSE,FALSE,9.802569324126775,7.575887228853588
BHR,2019Q3,2019,3,NA,NA,NA,NA,70.906492,117.095623,67.493541,82.446103,NA,NA,NA,NA,6,5,57755.920138,10207.379226,38981.515495,8415.586406,18004.578727,4152.467253999999,12242.048187,3581.28035,NA,NA,32800.98,FALSE,FALSE,9.798381378253014,8.33145795560446
BHR,2019Q4,2019,4,NA,NA,NA,NA,73.850634,105.578189,65.486052,84.276664,NA,NA,NA,NA,6,5,75646.252762,15437.077769,49537.744129,13009.854203,17890.332624000002,5229.698543,10556.228634,4594.267797,NA,NA,52716.26,FALSE,FALSE,9.792015769063292,8.562108915435964
BHR,2020Q1,2020,1,NA,NA,NA,NA,65.503752,99.25968,66.118233,73.648775,NA,NA,NA,NA,6,5,22722.648104,2549.745695,15023.813474,1877.856477,22722.648104,2549.745695,15023.813474,1877.856477,NA,NA,55684.71,FALSE,TRUE,10.031117419916452,7.843748905728378
BHR,2020Q2,2020,2,NA,NA,NA,NA,68.104485,98.943431,66.794192,61.516865,NA,NA,NA,NA,6,5,39822.258495,4066.114353,26598.955808,2501.346061,17099.610391000002,1516.3686579999999,11575.142333999998,623.4895840000001,NA,NA,28914.37,FALSE,TRUE,9.746810958079141,7.324073714739579
BHR,2020Q3,2020,3,NA,NA,NA,NA,73.546073,98.317509,65.90164,60.771539,NA,NA,NA,NA,6,5,55199.211324,5383.955746,36377.185632,3271.912792,15376.952829000002,1317.8413929999997,9778.229824000002,770.5667309999999,NA,NA,27497.73,FALSE,TRUE,9.640625097877509,7.183750368670888
BHR,2020Q4,2020,4,NA,NA,NA,NA,72.583847,94.313123,65.904916,60.615269,NA,NA,NA,NA,6,5,72742.685351,6840.11263,47941.005444,4146.152638,17543.47402699999,1456.156884,11563.819812000002,874.2398459999995,NA,NA,22319.62,FALSE,TRUE,9.772437309427149,7.283555972952017
BHR,2021Q1,2021,1,NA,NA,NA,NA,61.013947,95.241325,69.147823,64.871283,NA,NA,NA,NA,6,5,24727.504693,1751.451256,17098.531139,1136.188895,24727.504693,1751.451256,17098.531139,1136.188895,NA,NA,11888.73,FALSE,TRUE,10.115671453402674,7.468200012390164
BHR,2021Q2,2021,2,NA,NA,NA,NA,64.04871,100.842656,65.938871,61.706389,NA,NA,NA,NA,5,5,40385.987408,3373.789678,26630.064191,2081.84377,15658.482715000002,1622.338422,9531.5330520000025,945.654875,NA,NA,18072.81,FALSE,TRUE,9.658768075642557,7.391623857794903
BHR,2021Q3,2021,3,NA,NA,NA,NA,72.511325,114.499193,65.405336,62.093615,NA,NA,NA,NA,5,5,56149.500021,4977.065043,36724.769413,3090.439585,15763.512612999999,1603.2753649999995,10094.705222,1008.5958150000001,NA,NA,21508.56,FALSE,FALSE,9.665453220113003,7.3798039188924385
BHR,2021Q4,2021,4,NA,NA,NA,NA,72.692423,121.204634,62.562668,60.107954,NA,NA,NA,NA,5,5,75700.657447,6458.381916,47360.351291,3882.001207,19551.157426000005,1481.3168730000007,10635.581877999997,791.5616219999997,NA,NA,19802.65,FALSE,FALSE,9.88078976703702,7.300686750193491
BHR,2022Q1,2022,1,NA,NA,NA,NA,58.120805,111.738276,60.444924,36.590281,NA,NA,NA,NA,5,5,22091.72229,1639.745077,13353.324815,599.987334,22091.72229,1639.745077,13353.324815,599.987334,NA,NA,26455.02,FALSE,FALSE,10.00295826032827,7.402296067882404
BHR,2022Q2,2022,2,NA,NA,NA,NA,53.290099,107.017269,61.994064,53.6128,NA,NA,NA,NA,5,5,38103.268873,3198.061549,23621.764709,1714.570349,16011.546583,1558.316472,10268.439894,1114.5830150000002,NA,NA,29343.64,FALSE,FALSE,9.681065402387015,7.351361332889188
BHR,2022Q3,2022,3,NA,NA,NA,NA,57.21194,116.83608,61.736961,52.377629,NA,NA,NA,NA,5,5,53777.765671,4326.561074,33200.758151,2266.150108,15674.496798,1128.4995250000002,9578.993442000003,551.5797589999997,NA,NA,24504.76,FALSE,FALSE,9.659790262784878,7.028644175344786
